,Category 1,Category 2,Category 3,Payment_Situation_Payment verified,EX_level_demand,Spent,Connects,Feedback_Num,Hourly_Rate,Applicants_Num,Client_Country
332,Data Analysis and Visualization,BI and Analytics,"Tableau, Power BI, Machine Learning, Python, Other",1.0,1.0,11.51293546492023,4.0,4.997212273764115,70.0,35.0,United States
333,Data Analysis and Visualization,BI and Analytics,"Tableau, Power BI, SQL, Python, Excel, ETL, Data Warehousing, Other",1.0,1.0,4.394449154672439,12.0,0.0,85.0,35.0,United States
334,Business applications development,Data Engineering,"SQL, Other",1.0,1.0,0.0,4.0,0.0,25.0,13.0,Mexico
335,Data Analysis and Visualization,Data Engineering,SQL,1.0,2.0,8.699681400989514,12.0,1.0986122886681098,27.5,35.0,United States
336,Algorithm development,Artificial Intelligence,"Python, TensorFlow",0.0,1.0,0.0,12.0,0.0,52.5,18.0,Kenya
339,Data Analysis and Visualization,Data Engineering,"SQL, Python, Excel, Other",1.0,1.0,0.0,12.0,0.0,57.5,8.0,United Kingdom
340,BI and Analytics,Data Analysis and Visualization,"Excel, Tableau",1.0,2.0,6.2166061010848646,4.0,0.0,11.5,35.0,United States
341,Ai mobile app development,Artificial Intelligence,"Machine Learning, Other",1.0,1.0,10.596659732783579,4.0,3.58351893845611,25.0,35.0,United States
342,Data Analysis and Visualization,Data Engineering,"SQL, Python",0.0,1.0,0.0,2.0,0.0,57.5,8.0,United States
343,BI and Analytics,Data Analysis and Visualization,"Python, Other",1.0,1.0,9.90353755128617,4.0,2.70805020110221,52.5,50.0,United States
344,BI and Analytics,Data Analysis and Visualization,"Google Analytics, Other",1.0,2.0,9.210440366976517,12.0,3.6109179126442243,16.0,35.0,United States
346,Business development,Data Analysis and Visualization,"SQL, HTML, Other",1.0,1.0,11.51293546492023,12.0,5.8664680569332965,15.0,35.0,United States
347,Brand development,CRM and Marketing Tools,Google Analytics,1.0,1.0,9.210440366976517,4.0,3.784189633918261,55.0,18.0,United States
348,BI and Analytics,Data Analysis and Visualization,"SQL, Python, Other",0.0,2.0,0.0,8.0,0.0,30.0,50.0,United States
350,Business Applications Development,Data Analysis and Visualization,"Power BI, SQL",0.0,2.0,0.0,2.0,0.0,32.5,35.0,Canada
352,Data Engineering,ETL,"Selenium, Python, SQL, Azure, GraphQL, Other",1.0,2.0,11.51293546492023,12.0,3.091042453358316,15.0,8.0,United States
353,Natural Language Processing,,Other,1.0,2.0,6.90875477931522,12.0,1.6094379124341003,29.0,50.0,United States
354,BI and Analytics,Data Analysis and Visualization,Power BI,1.0,1.0,9.90353755128617,12.0,3.6888794541139363,11.5,35.0,India
356,Business Development,DevOps and CI/CD,"SQL, Other",1.0,2.0,10.308985993422082,12.0,4.07753744390572,32.5,8.0,United States
358,Data Analysis and Visualization,Data Engineering,Excel,0.0,0.0,0.0,2.0,0.0,10.0,50.0,United Kingdom
359,Algorithm development,Data Analysis and Visualization,MATLAB,0.0,2.0,0.0,4.0,0.0,24.0,18.0,Qatar
363,Machine Learning,Computer Vision,"Python, TensorFlow, Other",0.0,0.0,0.0,2.0,0.0,16.5,13.0,India
364,Business Development,Data Analysis and Visualization,"Shopify, Python, SQL, Looker",1.0,1.0,10.819798284210286,12.0,3.5263605246161616,57.5,35.0,United Kingdom
366,Ai mobile app development,Artificial Intelligence,"Python, Natural Language Processing, Other",1.0,2.0,9.210440366976517,12.0,2.9444389791664403,12.5,13.0,Canada
367,APIs and Integrations,Data Engineering,"Python, Other",1.0,2.0,0.0,4.0,0.0,24.0,35.0,United States
369,Artificial Intelligence,Data Analysis and Visualization,"Python, AWS",0.0,2.0,0.0,2.0,0.0,27.5,8.0,United Kingdom
371,BI and Analytics,Data Analysis and Visualization,"Tableau, Salesforce",1.0,1.0,11.51293546492023,12.0,4.465908118654584,30.0,35.0,United States
373,Big Data,Data Engineering,"Spark, Airflow, Python, Hadoop, Docker, Kubernetes, Azure, AWS, Other",1.0,1.0,0.0,12.0,0.0,30.0,35.0,Czech Republic
377,B2b marketing,Data Analysis and Visualization,"Looker, Google Data Studio",1.0,2.0,10.308985993422082,12.0,2.70805020110221,15.0,13.0,India
382,Artificial Intelligence,Data Engineering,"Python, SQL, TensorFlow, PyTorch, Other",0.0,0.0,0.0,8.0,0.0,23.0,13.0,South Africa
383,BI and Analytics,Data Analysis and Visualization,"Google Data Studio, Google Analytics, Other",1.0,2.0,6.90875477931522,4.0,1.6094379124341003,57.5,8.0,United Kingdom
385,Back-end development,Programming Languages,"Python, Flask, SQL, Git, Docker, AWS, Other",1.0,1.0,9.210440366976517,12.0,0.6931471805599453,40.0,50.0,Iceland
386,BI and Analytics,Data Engineering,"Looker, SQL, Shopify, Google Analytics, Other",1.0,1.0,10.596659732783579,12.0,3.258096538021482,25.0,18.0,United Kingdom
387,Artificial Intelligence,AI mobile app development,Other,0.0,1.0,0.0,4.0,0.0,35.0,13.0,Germany
390,Brand Development,SEO,"WordPress, Google Analytics, Other",1.0,1.0,11.51293546492023,12.0,5.384495062789089,30.0,35.0,United States
391,Data Engineering,Programming Languages,"Python, SQL, AWS, Glue, Other",1.0,2.0,0.0,12.0,0.0,11.0,18.0,India
392,Data Analysis and Visualization,Data Engineering,"ETL, Other",1.0,2.0,0.0,12.0,0.0,11.0,3.0,India
394,Data Engineering,ETL,Other,1.0,2.0,0.0,12.0,0.0,11.0,8.0,India
395,Ai mobile app development,Artificial Intelligence,"Python, TensorFlow",1.0,2.0,9.90353755128617,12.0,3.332204510175204,27.5,35.0,Israel
398,Data Analysis and Visualization,Data Engineering,"SQL, Python, Tableau",1.0,2.0,4.61512051684126,12.0,2.4849066497880004,30.5,50.0,India
399,Data Analysis and Visualization,Data Engineering,"Python, SQL, Other",1.0,0.0,0.0,12.0,0.0,21.5,8.0,Indonesia
401,Automation,Web Development,"Python, Selenium, Other",1.0,1.0,3.713572066704308,12.0,1.0986122886681098,37.5,50.0,Netherlands
404,Data Analysis and Visualization,BI and Analytics,"Python, SQL",1.0,2.0,11.51293546492023,4.0,5.730099782973574,11.5,18.0,Israel
407,Data Analysis and Visualization,Data Analysis,Other,1.0,1.0,9.90353755128617,4.0,2.5649493574615367,45.0,35.0,Australia
408,Business Development,Web Development,"HTML, CSS, JavaScript",1.0,1.0,11.51293546492023,12.0,4.564348191467836,27.5,50.0,United Arab Emirates
410,Data Analysis and Visualization,Data Engineering,"Python, Other",0.0,2.0,0.0,8.0,0.0,15.0,3.0,Pakistan
411,Business Development,CRM and Marketing Tools,"LinkedIn, HubSpot, Other",1.0,2.0,11.156264806643742,4.0,1.6094379124341003,27.5,50.0,United States
412,3d design,Data Analysis and Visualization,Other,0.0,2.0,0.0,12.0,0.0,17.5,8.0,Portugal
413,Business development,Web Development,"GitHub, JavaScript, HTML",0.0,1.0,0.0,2.0,0.0,5.5,18.0,Pakistan
416,Data Analysis and Visualization,Data Engineering,"Python, SQL, Other",1.0,1.0,8.517393171418904,4.0,2.6390573296152584,17.5,35.0,United Kingdom
418,AI mobile app development,Data Analysis and Visualization,"Azure, Python, SQL",1.0,1.0,10.819798284210286,12.0,3.6888794541139363,65.0,8.0,Hong Kong
421,Data Analysis and Visualization,Automation,Other,0.0,0.0,0.0,8.0,0.0,13.5,8.0,China
422,Analytics,Data Analysis and Visualization,Google Analytics,0.0,1.0,0.0,12.0,0.0,16.0,13.0,India
425,Data Analysis and Visualization,Data Engineering,"R, Excel, Other",1.0,2.0,5.707110264748875,4.0,0.0,20.0,50.0,Canada
427,Artificial Intelligence,Machine Learning,"Python, TensorFlow, Other",1.0,2.0,9.210440366976517,4.0,0.6931471805599453,15.0,35.0,United States
429,BI and Analytics,Data Analysis and Visualization,"SQL, Power BI",1.0,2.0,0.0,12.0,0.0,32.5,50.0,United States
431,Machine Learning,Data Analysis and Visualization,"Python, TensorFlow, PyTorch",0.0,1.0,0.0,12.0,0.0,39.0,35.0,India
432,Google Analytics,,Other,0.0,1.0,0.0,12.0,0.0,85.0,8.0,United States
435,Data Analysis and Visualization,Programming Languages,"R, Other",1.0,1.0,0.0,12.0,0.0,52.5,35.0,India
440,Data Analysis and Visualization,Data Engineering,"Machine Learning, Python, Other",1.0,0.0,8.294299608857235,12.0,2.302585092994046,12.5,35.0,Canada
442,Computer Vision,Artificial Intelligence,"Python, TensorFlow",1.0,0.0,4.394449154672439,12.0,3.784189633918261,17.5,35.0,United States
443,Bulk marketing,Data Engineering,"LinkedIn, Other",0.0,2.0,0.0,2.0,0.0,36.0,35.0,United States
445,Data Analysis and Visualization,Data Engineering,"Python, SQL",1.0,2.0,7.601402334583733,4.0,0.0,16.5,35.0,Australia
447,API Development,Web Development,"Python, Other",0.0,2.0,0.0,2.0,0.0,16.5,3.0,United States
451,Data Analysis and Visualization,Data Engineering,"Python, SQL, Tableau",1.0,2.0,9.210440366976517,4.0,3.4339872044851463,9.5,35.0,United States
452,Data Analysis and Visualization,Data Engineering,"SQL, Python",1.0,2.0,6.90875477931522,12.0,1.6094379124341003,50.0,50.0,United States
453,Automation,Data Engineering,"Automation Anywhere, Python, Excel, Other",0.0,2.0,0.0,12.0,0.0,55.0,8.0,United States
456,Data Analysis and Visualization,ETL,"SQL, Python, Excel",1.0,2.0,6.90875477931522,12.0,1.6094379124341003,50.0,3.0,United States
457,Data Analysis and Visualization,Data Engineering,"Python, Other",0.0,2.0,0.0,8.0,0.0,20.5,13.0,Australia
458,Automation,,Other,0.0,2.0,0.0,2.0,0.0,22.5,50.0,United States
461,3D modeling,Data Analysis and Visualization,"Autodesk Maya, Other",0.0,1.0,0.0,2.0,0.0,30.0,8.0,Israel
462,Data Analysis and Visualization,Data Analysis and Visualization,"Python, Excel",1.0,2.0,7.601402334583733,4.0,2.6390573296152584,15.0,35.0,Canada
463,Data Analysis and Visualization,Data Engineering,"Python, R, SQL, MySQL, Other",1.0,2.0,8.853808274977197,4.0,0.0,30.5,3.0,Czech Republic
466,AI mobile app development,Artificial Intelligence,Python,0.0,2.0,0.0,12.0,0.0,52.5,13.0,United States
471,Business applications development,Data Analysis and Visualization,"Shopify, Excel, Python",1.0,2.0,11.51293546492023,12.0,5.3230099791384085,59.0,8.0,United States
476,BI and Analytics,Data Analysis and Visualization,R,1.0,2.0,6.398594934535208,12.0,0.6931471805599453,30.5,35.0,United States
478,Programming Languages,Data Analysis and Visualization,"C++, Python, Other",1.0,1.0,4.61512051684126,4.0,1.3862943611198906,57.5,13.0,Croatia
483,Data Analysis and Visualization,Data Analysis,"Python, R, SQL, Other",0.0,1.0,0.0,8.0,0.0,95.0,18.0,United States
484,Business development,Data Analysis and Visualization,"Python, Excel",1.0,1.0,4.61512051684126,12.0,2.0794415416798357,60.0,3.0,India
487,Business Development,Data Analysis and Visualization,Other,1.0,2.0,0.0,12.0,0.0,11.5,13.0,United States
488,Data Analysis and Visualization,Data Engineering,"BigQuery, Other",1.0,1.0,11.51293546492023,12.0,4.174387269895637,52.5,50.0,United States
489,BI and Analytics,Data Engineering,"Firebase, Other",1.0,0.0,6.398594934535208,12.0,1.791759469228055,3.5,35.0,United States
490,Branding & Marketing,Social Media and Marketing,Other,1.0,1.0,10.596659732783579,4.0,2.70805020110221,27.5,35.0,Canada
491,BI and Analytics,Data Engineering,"Google Data Studio, Looker",1.0,1.0,0.0,2.0,0.0,50.0,13.0,United States
493,Artificial Intelligence,Data Analysis and Visualization,"Python, TensorFlow, PyTorch",1.0,1.0,8.006700845440367,12.0,1.791759469228055,90.0,35.0,United States
498,AI mobile app development,Artificial Intelligence,Python,1.0,2.0,9.105090961257085,4.0,1.6094379124341003,26.5,13.0,United Kingdom
499,Computer Vision,,Other,0.0,2.0,0.0,2.0,0.0,30.5,13.0,United States
503,Documentation,"Automation, Data Analysis and Visualization","Python, Tableau, Other",1.0,1.0,4.394449154672439,12.0,2.4849066497880004,125.0,13.0,Guatemala
504,Bot development,APIs and Integrations,Other,1.0,1.0,9.210440366976517,12.0,1.9459101490553132,52.5,13.0,United States
510,Reinforcement Learning,Artificial Intelligence,"Python, TensorFlow, PyTorch",1.0,1.0,8.987321812850125,12.0,3.091042453358316,52.5,35.0,Netherlands
511,Data Analysis and Visualization,Data Engineering,"R, Power BI, Other",1.0,1.0,10.819798284210286,12.0,2.5649493574615367,57.5,18.0,United States
514,Data Analysis and Visualization,Data Engineering,"Python, SQL",1.0,1.0,9.90353755128617,12.0,2.9444389791664403,52.5,35.0,France
516,AI mobile app development,Artificial Intelligence,"Python, TensorFlow, PyTorch, Computer Vision",1.0,2.0,11.002116507732017,12.0,4.844187086458591,8.0,35.0,Ireland
517,Business development,Data Analysis and Visualization,Other,0.0,2.0,0.0,2.0,0.0,32.5,50.0,Australia
518,Data Engineering,ETL,"Python, Other",1.0,1.0,4.394449154672439,12.0,0.0,32.5,35.0,France
520,API Development,Web Development,"API Development, JavaScript",1.0,1.0,4.61512051684126,4.0,1.3862943611198906,7.5,35.0,United States
521,Data Analysis and Visualization,Machine Learning,"Python, Other",0.0,2.0,0.0,2.0,0.0,12.5,35.0,India
522,Data Analysis and Visualization,Data Engineering,"Google Data Studio, Python, Other",0.0,2.0,0.0,4.0,0.0,28.0,8.0,Singapore
523,Ai mobile app development,Automation,"Python, MongoDB, Firebase, TensorFlow, PyTorch, Zapier, UiPath, RPA",1.0,2.0,0.0,12.0,0.0,29.0,13.0,Israel
526,Data Analysis and Visualization,Data Engineering,"Python, Other",0.0,2.0,0.0,8.0,0.0,27.5,8.0,Turkey
528,BI and Analytics,Data Analysis and Visualization,"SQL, Python",1.0,2.0,9.90353755128617,12.0,4.02535169073515,32.5,35.0,United States
529,Algorithm development,Data Analysis and Visualization,"Python, API Development",1.0,2.0,8.987321812850125,12.0,0.6931471805599453,15.0,13.0,United States
535,Algorithm development,Data Analysis and Visualization,"R, Other",0.0,2.0,0.0,12.0,0.0,30.5,50.0,United States
539,Deep Learning,Data Engineering,"Python, Keras, Other",0.0,2.0,0.0,2.0,0.0,25.0,3.0,India
541,Artificial Intelligence,Computer Vision,"Python, Other",1.0,0.0,6.2166061010848646,4.0,1.791759469228055,38.5,18.0,United Arab Emirates
542,AI mobile app development,Data Analysis and Visualization,"MATLAB, Python",1.0,0.0,0.0,2.0,0.0,10.0,50.0,United States
545,3D Modeling,Deep Learning,"Python, TensorFlow, PyTorch, Other",0.0,2.0,0.0,2.0,0.0,29.0,13.0,India
546,Data Analysis and Visualization,Web Development,"Python, Excel",1.0,1.0,0.0,4.0,0.0,37.5,35.0,Jordan
547,E-commerce Platforms,CRM and Marketing Tools,Shopify,1.0,2.0,6.803505257608338,12.0,1.3862943611198906,27.5,13.0,Kuwait
548,Data Analysis and Visualization,Data Engineering,Excel,0.0,1.0,0.0,2.0,0.0,30.0,18.0,Spain
549,Google Analytics,BI and Analytics,"Google Data Studio, Other",1.0,2.0,9.210440366976517,12.0,1.791759469228055,27.5,18.0,India
551,AI Mobile App Development,API Development,"Flask, Python, AWS, Other",1.0,2.0,11.51293546492023,8.0,5.3706380281276624,7.5,8.0,United States
555,Data Analysis and Visualization,Web Development,"Python, GitHub",1.0,1.0,11.156264806643742,12.0,2.995732273553991,57.5,8.0,United States
556,Customer Education,Training,Other,1.0,1.0,9.210440366976517,12.0,3.044522437723423,25.0,8.0,Australia
558,Data Analysis and Visualization,Data Analysis and Visualization,Other,1.0,1.0,8.006700845440367,12.0,4.406719247264253,9.0,35.0,United States
560,Business Development,Data Analysis,"Excel, Google Data Studio, Python",1.0,2.0,6.90875477931522,4.0,3.332204510175204,30.0,50.0,United States
566,Bulk marketing,Data Engineering,Python,0.0,2.0,0.0,2.0,0.0,24.0,13.0,Australia
567,Data Analysis and Visualization,Web Scraping,"C#, Other",1.0,2.0,4.51085950651685,4.0,1.3862943611198906,6.5,18.0,United States
568,Artificial Intelligence,Data Analysis and Visualization,"Machine Learning, Python, Other",1.0,2.0,0.0,12.0,0.0,16.5,13.0,France
571,Automation,,Other,0.0,1.0,0.0,12.0,0.0,55.0,3.0,United States
572,Ai mobile app development,Artificial Intelligence,Python,0.0,1.0,0.0,8.0,0.0,55.0,3.0,United States
574,B2c marketing,CRM and Marketing Tools,Other,1.0,1.0,9.210440366976517,12.0,2.6390573296152584,50.0,35.0,United States
575,Business Intelligence and Analytics,Data Analysis and Visualization,"Salesforce, Power BI, Other",0.0,2.0,0.0,4.0,0.0,35.5,8.0,United States
576,Artificial Intelligence,Data Analysis and Visualization,"Python, SQL",1.0,0.0,8.853808274977197,12.0,3.6109179126442243,7.5,3.0,Canada
577,Artificial Intelligence,Data Analysis and Visualization,"Python, Other",0.0,1.0,0.0,8.0,0.0,45.0,8.0,United States
578,BI and Analytics,Data Analysis and Visualization,"SQL, Python",1.0,1.0,10.596659732783579,12.0,2.8903717578961645,45.0,35.0,Canada
579,BI and Analytics,Data Engineering,"SQL, Python, Other",1.0,2.0,5.993961427306569,12.0,1.791759469228055,7.5,3.0,United States
581,Data Analysis and Visualization,Data Engineering,"Python, SQL",0.0,1.0,0.0,8.0,0.0,115.0,35.0,United States
582,3d modeling,Artificial Intelligence,"Python, TensorFlow",1.0,2.0,11.51293546492023,4.0,4.51085950651685,39.0,35.0,United States
583,Artificial Intelligence,,Python,0.0,2.0,0.0,4.0,0.0,30.5,8.0,United States
585,Data Analysis and Visualization,Data Engineering,"Python, SQL",1.0,1.0,8.517393171418904,4.0,2.4849066497880004,53.0,8.0,South Africa
587,A/B Testing,Data Analysis and Visualization,Other,1.0,0.0,10.308985993422082,12.0,3.713572066704308,12.5,50.0,Italy
588,Algorithm development,Data Analysis and Visualization,"Python, Other",1.0,0.0,6.90875477931522,4.0,0.0,5.0,35.0,United States
589,Data Analysis and Visualization,Data Engineering,"Python, SQL, Looker, Other",1.0,2.0,9.210440366976517,12.0,2.4849066497880004,26.5,3.0,Puerto Rico
592,Data Engineering,Data Analysis and Visualization,"ETL, Data Pipelines, Python, Other",0.0,2.0,0.0,8.0,0.0,42.5,3.0,United States
594,AI mobile app development,APIs and Integrations,"Python, Other",1.0,1.0,5.303304908059076,12.0,1.3862943611198906,52.5,35.0,Spain
595,Web Development,Web Development,"Python, Selenium, Other",1.0,1.0,5.303304908059076,12.0,1.3862943611198906,52.5,35.0,Spain
599,Data Analysis and Visualization,Data Engineering,"SQL, Python, Other",1.0,1.0,9.210440366976517,12.0,3.044522437723423,10.0,8.0,United States
600,E-commerce Platforms,Data Analysis and Visualization,"Shopify, Google Analytics, Other",1.0,2.0,11.51293546492023,12.0,2.9444389791664403,7.0,8.0,United States
602,Algorithm Development,Data Engineering,"Python, Other",1.0,1.0,6.55250788703459,12.0,0.6931471805599453,57.5,18.0,Spain
603,Business development,Data Collection,Other,1.0,2.0,0.0,4.0,0.0,10.0,3.0,Albania
607,Api development,Artificial Intelligence,"Python, Other",1.0,1.0,4.61512051684126,12.0,0.6931471805599453,30.0,18.0,South Africa
608,Data Analysis and Visualization,Data Analysis,"Python, SQL, Excel",1.0,1.0,11.51293546492023,12.0,3.1780538303479458,30.0,18.0,United States
609,Artificial Intelligence,Mobile Development,"Flutter, Python, TensorFlow",1.0,2.0,7.601402334583733,4.0,1.6094379124341003,20.0,18.0,United States
