,Category 1,Category 2,Category 3,Payment_Situation_Payment verified,EX_level_demand,Spent,Connects,Feedback_Num,Job_Cost,Applicants_Num,Client_Country
492,Computer Vision,Data Engineering,"Python, SQL, Other",0.0,2.0,0.0,8.0,0.0,2500.0,18.0,Canada
494,Data Analysis and Visualization,Data Engineering,Python,0.0,1.0,0.0,12.0,0.0,1000.0,3.0,India
495,Education,Problem-solving,Other,0.0,2.0,0.0,4.0,0.0,100.0,35.0,Estonia
496,AI mobile app development,Data Engineering,"AWS, Python, Other",1.0,2.0,6.398594934535208,4.0,3.091042453358316,15.0,35.0,United States
497,SEO,Data Analysis and Visualization,"Google Analytics, WordPress, Other",0.0,0.0,0.0,4.0,0.0,25.0,50.0,United States
500,Data Analysis and Visualization,Data Engineering,"SQL, Python, Excel",0.0,1.0,0.0,4.0,0.0,200.0,3.0,United States
501,DevOps,,Other,0.0,1.0,0.0,8.0,0.0,750.0,13.0,United Kingdom
502,BI and Analytics,Data Engineering,"Bigquery, Other",0.0,2.0,0.0,12.0,0.0,1000.0,8.0,United States
505,Data Analysis and Visualization,Data Engineering,"SQL, Excel",0.0,1.0,0.0,4.0,0.0,70.0,3.0,Israel
506,Data Analysis and Visualization,Web Development,"Python, Excel",0.0,1.0,0.0,12.0,0.0,1000.0,3.0,India
507,3d modeling,Artificial Intelligence,"Python, TensorFlow, Other",0.0,0.0,0.0,2.0,0.0,10.0,35.0,India
508,Artificial Intelligence,Data Analysis and Visualization,"Python, Other",0.0,2.0,0.0,4.0,0.0,100.0,3.0,Philippines
509,API development,APIs and Integrations,Other,1.0,2.0,6.2166061010848646,12.0,0.0,50000.0,35.0,Hong Kong
512,Artificial Intelligence,AI mobile app development,"Python, TensorFlow, PyTorch, Machine Learning, Deep Learning, Natural Language Processing",1.0,1.0,6.90875477931522,8.0,2.70805020110221,350.0,8.0,India
513,Algorithm development,Data Analysis and Visualization,"Python, Django",1.0,2.0,6.68586094706836,8.0,1.9459101490553132,100.0,50.0,Poland
515,BI and Analytics,Data Analysis and Visualization,"Power BI, Other",0.0,1.0,0.0,8.0,0.0,2000.0,8.0,Bulgaria
519,BI and Analytics,Data Analysis and Visualization,"SQL, Python",1.0,1.0,7.601402334583733,8.0,2.70805020110221,100.0,35.0,United States
524,Content Writing,Writing,Other,1.0,1.0,4.394449154672439,8.0,5.1647859739235145,50.0,13.0,United States
525,Data Analysis and Visualization,Data Engineering,"Excel, Python, SQL",1.0,1.0,6.68586094706836,12.0,1.791759469228055,2000.0,13.0,United States
527,Social Media Marketing,Data Analysis,"API Development, Python, Flask",1.0,0.0,6.90875477931522,8.0,3.4339872044851463,100.0,13.0,United States
530,Algorithm development,Data Analysis and Visualization,Python,0.0,2.0,0.0,2.0,0.0,20.0,8.0,Tunisia
531,Artificial Intelligence,Data Engineering,"Machine Learning, Other",1.0,2.0,9.210440366976517,12.0,2.6390573296152584,600.0,13.0,Georgia
532,B2B Marketing,Data Analysis and Visualization,"LinkedIn, Other",0.0,2.0,0.0,4.0,0.0,10.0,13.0,India
533,Data Analysis and Visualization,BI and Analytics,"Python, SQL, Tableau",0.0,2.0,0.0,8.0,0.0,1200.0,3.0,Saudi Arabia
534,Journalism,Writing,Other,1.0,2.0,5.993961427306569,4.0,3.8501476017100584,10.0,50.0,Australia
536,3D Modeling and Animation,Programming Languages,"Python, Other",1.0,2.0,6.2166061010848646,8.0,0.6931471805599453,350.0,8.0,United Kingdom
537,Data Analysis and Visualization,Data Engineering,"Python, SQL, Looker",1.0,0.0,6.55250788703459,4.0,2.3978952727983707,20.0,50.0,Denmark
538,Business Intelligence and Analytics,Web Development,"Google Data Studio, SQL",0.0,2.0,0.0,4.0,0.0,50.0,8.0,Australia
540,Data Analysis and Visualization,Data Engineering,Excel,1.0,1.0,2.3978952727983707,8.0,0.0,150.0,13.0,India
543,Programming Languages,Programming Languages,"Python, C++",1.0,2.0,10.308985993422082,8.0,4.897839799950911,60.0,35.0,Kuwait
544,Data Analysis and Visualization,Data Engineering,"Python, Other",1.0,2.0,4.394449154672439,4.0,1.3862943611198906,10.0,8.0,India
550,Artificial Intelligence,Data Analysis and Visualization,"Python, TensorFlow, Keras, SQL",0.0,2.0,0.0,4.0,0.0,100.0,50.0,United Arab Emirates
552,Data Engineering,Data Analysis and Visualization,"AWS, Excel, Other",0.0,2.0,0.0,4.0,0.0,200.0,8.0,India
553,Automation,,Other,0.0,2.0,0.0,4.0,0.0,100.0,13.0,India
554,BI and Analytics,Data Analysis and Visualization,"Google Data Studio, Google Analytics, Other",1.0,1.0,9.210440366976517,8.0,2.3978952727983707,150.0,18.0,United States
557,3d modeling,Computer Vision,"Matlab, Python, Other",1.0,2.0,9.105090961257085,8.0,3.2188758248682006,50.0,3.0,United States
559,Algorithm development,Data Analysis and Visualization,"Docker, Python, Other",1.0,2.0,4.394449154672439,4.0,1.3862943611198906,5.0,13.0,India
561,Computer Vision,,Other,0.0,1.0,0.0,4.0,0.0,300.0,3.0,Egypt
562,Research,Web Search,Other,1.0,2.0,10.308985993422082,8.0,5.220355825078324,50.0,18.0,Canada
563,Data Analysis and Visualization,Data Engineering,"MySQL, MongoDB, Power BI, Other",0.0,2.0,0.0,2.0,0.0,20.0,8.0,Egypt
564,Algorithm development,Data Analysis and Visualization,"Python, Other",1.0,0.0,9.90353755128617,4.0,5.739792912179234,25.0,18.0,Japan
565,Database Management,Data Engineering,Other,0.0,1.0,0.0,8.0,0.0,100.0,8.0,India
569,Business development,Data Analysis and Visualization,"Power BI, Python, Excel",1.0,2.0,8.853808274977197,8.0,3.6109179126442243,200.0,8.0,United States
570,Training,Data Engineering,"Tableau, Power BI",1.0,1.0,11.51293546492023,12.0,3.091042453358316,1000.0,35.0,Australia
573,API Development,Data Engineering,Other,0.0,2.0,0.0,4.0,0.0,100.0,13.0,United States
580,Data Analysis and Visualization,Data Engineering,"API Development, Python, Other",0.0,1.0,0.0,4.0,0.0,500.0,35.0,Kuwait
584,Algorithm development,Programming Languages,Other,1.0,1.0,5.303304908059076,8.0,1.0986122886681098,481.0,13.0,United States
586,"Business development,","Data Analysis and Visualization,",Excel,1.0,1.0,6.90875477931522,4.0,3.044522437723423,20.0,3.0,United States
590,Data Analysis and Visualization,Data Engineering,Other,1.0,1.0,9.210440366976517,12.0,3.091042453358316,20000.0,35.0,United States
591,Automation,,Other,1.0,1.0,11.51293546492023,12.0,3.8918202981106265,20000.0,8.0,Canada
593,Data Analysis and Visualization,Data Engineering,"ETL, Data Pipelines, Data Warehousing",1.0,1.0,6.90875477931522,4.0,1.9459101490553132,20.0,13.0,Canada
596,Content Marketing,Data Analysis,Other,1.0,1.0,9.90353755128617,12.0,4.07753744390572,1000.0,18.0,Netherlands
597,B2b marketing,Data Analysis and Visualization,"Python, Other",1.0,2.0,8.517393171418904,8.0,3.091042453358316,50.0,35.0,United Kingdom
598,Artificial Intelligence,Machine Learning,"Python, TensorFlow, PyTorch, AWS, Azure",1.0,2.0,0.0,8.0,0.0,100.0,3.0,Macedonia
601,Algorithm development,API Development,Other,1.0,2.0,8.987321812850125,8.0,6.180016653652572,50.0,3.0,United States
604,Artificial Intelligence,Artificial Intelligence,"Machine Learning, Deep Learning, Other",1.0,2.0,6.90875477931522,8.0,2.0794415416798357,300.0,13.0,United Kingdom
605,Algorithm development,Data Analysis and Visualization,"Python, MATLAB, Excel",1.0,0.0,9.210440366976517,8.0,4.465908118654584,50.0,35.0,United States
606,Algorithm development,Web Development,"Python, Other",0.0,2.0,0.0,12.0,0.0,1200.0,3.0,Saudi Arabia
611,AI mobile app development,Natural Language Processing,"Python, TensorFlow, Other",0.0,0.0,0.0,2.0,0.0,35.0,18.0,Egypt
612,Business applications development,Data Analysis and Visualization,Tableau,1.0,1.0,8.987321812850125,8.0,4.290459441148391,78.0,8.0,Spain
613,Back-end development,Programming Languages,"Java, Python, C++, Git, Other",1.0,0.0,11.51293546492023,12.0,5.579729825986222,999.0,13.0,Indonesia
614,Computer Vision,Data Analysis and Visualization,"Python, TensorFlow, Keras, Other",1.0,2.0,9.210440366976517,8.0,2.302585092994046,100.0,35.0,United States
616,Machine Learning,Data Analysis and Visualization,"MATLAB, Other",1.0,0.0,6.90875477931522,8.0,0.0,120.0,8.0,United Kingdom
617,Artificial Intelligence,Data Analysis and Visualization,"Python, Java, R, Keras, PyTorch, Other",1.0,1.0,10.308985993422082,8.0,4.727387818712341,150.0,50.0,United States
618,Big Data,Data Engineering,Other,1.0,2.0,8.006700845440367,4.0,4.330733340286331,30.0,13.0,United Kingdom
622,Web Development,Data Engineering,"Python, Selenium, Other",0.0,0.0,0.0,4.0,0.0,500.0,35.0,United States
623,Data Analysis and Visualization,Data Engineering,Other,1.0,2.0,0.0,8.0,0.0,200.0,8.0,China
624,AI mobile app development,Automation,"Python, TensorFlow, Natural Language Processing, Automation Anywhere",1.0,0.0,9.90353755128617,4.0,4.442651256490317,40.0,35.0,United States
625,Web Development,Data Engineering,"Python, Excel, Other",1.0,1.0,8.853808274977197,8.0,2.70805020110221,100.0,8.0,United States
626,Artificial Intelligence,Machine Learning,"Python, TensorFlow, Natural Language Processing, Other",1.0,0.0,11.51293546492023,12.0,5.579729825986222,999.0,8.0,Indonesia
627,Data Analysis and Visualization,Programming Languages,Other,1.0,2.0,8.006700845440367,4.0,2.3978952727983707,15.0,35.0,United Kingdom
628,Data Analysis and Visualization,Data Engineering,"Python, SQL",1.0,0.0,11.51293546492023,12.0,5.579729825986222,999.0,3.0,Indonesia
629,Artificial Intelligence,Artificial Intelligence,Other,1.0,1.0,6.90875477931522,4.0,3.871201010907891,5.0,8.0,San Marino
630,Data Analysis and Visualization,Data Analysis,Other,1.0,2.0,5.707110264748875,8.0,0.0,200.0,13.0,Jordan
631,AI mobile app development,Natural Language Processing,"Python, TensorFlow, PyTorch, RESTful API, Other",0.0,2.0,0.0,12.0,0.0,1200.0,3.0,Saudi Arabia
632,Artificial Intelligence,Machine Learning,"Python, Other",1.0,1.0,8.517393171418904,8.0,3.8501476017100584,150.0,13.0,United States
634,Algorithm development,Artificial Intelligence,"Python, API Development, RESTful API",1.0,1.0,8.294299608857235,8.0,1.3862943611198906,500.0,8.0,Hong Kong
635,Data Analysis and Visualization,Data Engineering,"Flutter, Other",1.0,1.0,10.308985993422082,12.0,3.9512437185814275,1000.0,18.0,Lebanon
636,Medical Coding,Data Analysis and Visualization,Other,0.0,2.0,0.0,8.0,0.0,1000.0,8.0,Oman
639,Data Analysis and Visualization,Data Engineering,Other,0.0,2.0,0.0,4.0,0.0,30.0,8.0,India
641,Data Analysis and Visualization,Artificial Intelligence,"Python, Google APIs",1.0,0.0,4.394449154672439,8.0,6.8966943316227125,100.0,8.0,United States
642,Data Analysis and Visualization,Data Engineering,"Python, Other",1.0,2.0,8.699681400989514,8.0,3.4339872044851463,400.0,8.0,Ecuador
643,Data Analysis and Visualization,GIS Mapping,"Tableau, Other",1.0,2.0,0.0,4.0,0.0,5.0,8.0,United States
644,API Development,Data Engineering,"GitHub, Git",0.0,2.0,0.0,4.0,0.0,30.0,35.0,Saudi Arabia
645,Business development,Web Development,"Python, LinkedIn",1.0,0.0,4.394449154672439,8.0,6.8966943316227125,100.0,8.0,United States
646,BI and Analytics,Data Analysis and Visualization,"Tableau, Power BI",1.0,0.0,9.210440366976517,4.0,1.6094379124341003,5.0,13.0,France
647,Artificial Intelligence,"Data Analysis and Visualization, Artificial Intelligence","Python, TensorFlow, PyTorch",1.0,2.0,8.517393171418904,4.0,3.044522437723423,20.0,8.0,United Kingdom
651,B2C Marketing,Data Analysis and Visualization,Other,0.0,2.0,0.0,2.0,0.0,15.0,18.0,Turkey
653,Algorithm development,CUDA Optimization,Other,1.0,1.0,4.61512051684126,8.0,1.3862943611198906,100.0,3.0,Croatia
654,Google Analytics,Data Analysis and Visualization,"Google Analytics, Other",1.0,0.0,0.0,4.0,0.0,10.0,13.0,Nepal
655,Artificial Intelligence,Artificial Intelligence,Other,1.0,1.0,3.9318256327243257,8.0,1.791759469228055,200.0,3.0,United States
658,Artificial Intelligence,Artificial Intelligence,Other,1.0,1.0,3.9318256327243257,8.0,1.791759469228055,200.0,8.0,United States
659,3D Modelling,Data Engineering,"Java, Python, Other",1.0,0.0,9.105090961257085,4.0,6.315358001522335,10.0,50.0,Nigeria
660,App development,APIs and Integrations,"Python, Other",0.0,2.0,0.0,8.0,0.0,1200.0,35.0,Saudi Arabia
663,Data Analysis and Visualization,Machine Learning,"Python, TensorFlow, Keras, MATLAB, Other",1.0,1.0,5.707110264748875,8.0,1.0986122886681098,100.0,8.0,Saudi Arabia
664,3d visualization,Data Visualization,Other,1.0,0.0,9.210440366976517,4.0,5.375278407684165,30.0,35.0,India
666,Algorithm development,Data Analysis and Visualization,"Python, SQL, Other",1.0,2.0,5.993961427306569,8.0,1.6094379124341003,200.0,35.0,Saudi Arabia
667,Business development,Data Analysis and Visualization,Excel,1.0,2.0,6.90875477931522,8.0,2.5649493574615367,100.0,35.0,United Arab Emirates
668,Algorithm development,Data Engineering,"API Development, AWS, Python, Other",1.0,1.0,4.394449154672439,8.0,2.6390573296152584,70.0,3.0,Nigeria
669,Data Analysis and Visualization,Web Development,"Python, Selenium, AWS, Other",1.0,1.0,4.61512051684126,4.0,1.6094379124341003,10.0,35.0,United Kingdom
671,Algorithm Development,Data Analysis and Visualization,"Python, Excel, Other",1.0,1.0,6.68586094706836,8.0,1.9459101490553132,100.0,13.0,Poland
672,Data Analysis and Visualization,Data Engineering,"SQL, Python",1.0,1.0,8.699681400989514,8.0,3.1354942159291497,150.0,8.0,United States
673,AI mobile app development,APIs and Integrations,Other,0.0,2.0,0.0,4.0,0.0,80.0,13.0,United States
674,Natural Language Processing,Data Analysis and Visualization,"PyTorch, Other",1.0,1.0,9.210440366976517,4.0,4.276666119016055,15.0,35.0,United States
679,B2c marketing,E-commerce Platforms,Google Analytics,0.0,2.0,0.0,4.0,0.0,350.0,35.0,United States
680,B2b marketing,Data Analysis and Visualization,"Google Analytics, Other",1.0,2.0,5.303304908059076,4.0,2.5649493574615367,10.0,35.0,South Korea
682,Data Migration,,Other,1.0,2.0,0.0,4.0,0.0,20.0,35.0,Australia
683,Artificial Intelligence,Data Analysis and Visualization,"Python, TensorFlow, Keras",1.0,2.0,7.601402334583733,12.0,1.3862943611198906,1200.0,3.0,India
684,Branding & Marketing,Data Engineering,Other,1.0,1.0,8.699681400989514,12.0,0.0,1400.0,3.0,India
685,Data Analysis and Visualization,Web Development,"Python, R, Selenium, Other",1.0,1.0,6.55250788703459,12.0,0.6931471805599453,1500.0,13.0,Saudi Arabia
686,Machine Learning,,Other,1.0,2.0,8.699681400989514,12.0,2.1972245773362196,1300.0,3.0,India
688,API Development,Web Development,"Python, Other",0.0,2.0,0.0,4.0,0.0,200.0,3.0,United States
690,Data Analysis and Visualization,Data Engineering,"SQL, Data Warehousing, ETL, Python, Other",1.0,1.0,4.2626798770413155,8.0,0.0,50.0,3.0,United States
693,Training,,Other,1.0,2.0,9.210440366976517,8.0,3.258096538021482,250.0,13.0,United States
696,Algorithm development,Data Analysis and Visualization,"Python, TensorFlow, PyTorch, Other",1.0,2.0,8.006700845440367,8.0,0.0,500.0,35.0,United States
698,Business development,IT Support,"Python, GitHub",0.0,2.0,0.0,2.0,0.0,15.0,8.0,Australia
700,Data Analysis and Visualization,Data Engineering,Tableau,0.0,2.0,0.0,8.0,0.0,2000.0,35.0,Kenya
701,Brand Development,Data Analysis and Visualization,Other,1.0,1.0,9.90353755128617,8.0,2.5649493574615367,200.0,35.0,Australia
702,Algorithm development,Data Analysis and Visualization,"Python, SQL",1.0,0.0,0.0,4.0,0.0,50.0,8.0,United States
705,Algorithm development,Data Engineering,"Python, SQL, Machine Learning, Other",1.0,1.0,7.601402334583733,12.0,1.0986122886681098,2000.0,8.0,Italy
707,Data Analysis and Visualization,Machine Learning,"Python, TensorFlow, Other",1.0,1.0,4.61512051684126,8.0,0.0,300.0,8.0,United Kingdom
709,AI mobile app development,Natural Language Processing,"Python, TensorFlow, PyTorch, Other",1.0,2.0,3.044522437723423,8.0,0.6931471805599453,50.0,18.0,India
711,Data Analysis and Visualization,GIS,"Python, SQL, Other",1.0,2.0,3.044522437723423,4.0,0.6931471805599453,30.0,13.0,India
712,Data Analysis and Visualization,Data Engineering,"AWS, SQL, Python, Other",1.0,0.0,4.61512051684126,8.0,0.6931471805599453,100.0,8.0,Colombia
720,BI and Analytics,Data Analysis and Visualization,"Power BI, SQL",1.0,2.0,10.596659732783579,8.0,4.1588830833596715,100.0,13.0,United States
721,AI mobile app development,CRM and Marketing Tools,Python,1.0,2.0,11.289794413577894,8.0,3.8066624897703196,200.0,35.0,United States
724,Data Analysis and Visualization,Data Engineering,"Python, SQL, Tableau",1.0,1.0,11.51293546492023,8.0,4.51085950651685,150.0,3.0,United States
725,AI mobile app development,Data Engineering,"Python, Java, SQL, TensorFlow, Keras",1.0,2.0,6.90875477931522,4.0,3.912023005428146,20.0,18.0,Canada
726,Data Analysis and Visualization,Data Engineering,"SQL, Python, Looker, Other",1.0,2.0,9.90353755128617,8.0,3.5553480614894135,150.0,35.0,United States
731,Algorithm development,Artificial Intelligence,"Machine Learning, Other",1.0,2.0,5.303304908059076,8.0,1.0986122886681098,250.0,18.0,United States
733,Google AnalyticsCore Skills,,Other,0.0,1.0,0.0,4.0,0.0,200.0,3.0,Kazakhstan
736,Data Analysis and Visualization,Data Engineering,"Python, SQL",1.0,1.0,10.596659732783579,8.0,2.1972245773362196,500.0,35.0,Canada
739,Data Analysis and Visualization,Data Engineering,"Python, Other",1.0,2.0,3.4339872044851463,8.0,0.6931471805599453,100.0,3.0,Bulgaria
740,Agile software development,Interviewing,Other,1.0,0.0,10.308985993422082,8.0,4.727387818712341,150.0,8.0,United States
741,Data Analysis and Visualization,Web Development,"Python, Selenium, Other",1.0,2.0,8.517393171418904,4.0,3.5263605246161616,30.0,35.0,United States
742,Business development,CRM and Marketing Tools,Other,1.0,2.0,9.90353755128617,8.0,3.5553480614894135,150.0,18.0,United States
743,Branding & marketing,CRM and Marketing Tools,Other,1.0,2.0,4.110873864173311,8.0,0.0,60.0,13.0,United States
744,Data Analysis and Visualization,Artificial Intelligence,"Python, SQL, TensorFlow, Keras",1.0,2.0,10.308985993422082,8.0,1.9459101490553132,120.0,35.0,United States
748,Data Analysis and Visualization,Automation,"Excel, Other",0.0,1.0,0.0,8.0,0.0,120.0,18.0,India
757,B2B Marketing,CRM and Marketing Tools,Other,1.0,1.0,9.90353755128617,8.0,5.556828061699537,70.0,3.0,United States
758,3D Design,UI/UX Design,Other,0.0,2.0,0.0,12.0,0.0,1000.0,18.0,United Arab Emirates
760,Data Analysis and Visualization,Data Engineering,"SQL, Python, Tableau",1.0,1.0,7.601402334583733,4.0,3.6375861597263857,10.0,13.0,Hong Kong
761,Cybersecurity,,Other,1.0,2.0,10.596659732783579,12.0,3.8918202981106265,800.0,35.0,United States
762,Google Analytics,Data Analysis and Visualization,"Google Analytics, Python",0.0,2.0,0.0,2.0,0.0,30.0,3.0,Egypt
765,Data Analysis and Visualization,Data Engineering,"SQL, Python, Looker, Other",1.0,1.0,3.4339872044851463,12.0,1.0986122886681098,700.0,50.0,Canada
766,Data Analysis and Visualization,Data Engineering,"SQL, Python, Looker, Other",0.0,2.0,0.0,4.0,0.0,500.0,8.0,Pakistan
